Zip Code,City,State,Metro,CountyName,SizeRank,Rent per Square Foot,Price per Sqft,Rent Based Estimate,Sale Based Estimate,Exact Average,Abodu Estimate
35406,Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,6494,0.78,126,"33,696",56700,"45,198","$50,000 "
75143,Tool,TX,Athens,Henderson County,6495,0.912,106,"39,398",47700,"43,549","$40,000 "
24382,Wytheville,VA,,Wythe County,6496,0.74,94,"31,968",42300,"37,134","$40,000 "
11692,New York,NY,New York-Newark-Jersey City,Queens County,6497,1.612,262,"69,638",117900,"93,769","$90,000 "
37398,Winchester,TN,Tullahoma-Manchester,Franklin County,6498,0.746,96,"32,227",43200,"37,714","$40,000 "
2459,Newton,MA,Boston-Cambridge-Newton,Middlesex County,6499,1.798,556,"77,674",250200,"163,937","$160,000 "
95215,Garden Acres,CA,Stockton-Lodi,San Joaquin County,6500,1.224,219,"52,877",98550,"75,713","$80,000 "
94041,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,6501,2.872,1283,"124,070",577350,"350,710","$350,000 "
18337,Dingman,PA,New York-Newark-Jersey City,Pike County,6502,0.632,,"27,302",,"27,302","$30,000 "
30635,Elberton,GA,,Elbert County,6503,0.67,56,"28,944",25200,"27,072","$30,000 "
83442,Rigby,ID,Idaho Falls,Jefferson County,6504,0.812,168,"35,078",75600,"55,339","$60,000 "
45377,Vandalia,OH,Dayton,Montgomery County,6505,0.802,94,"34,646",42300,"38,473","$40,000 "
22046,Falls Church,VA,Washington-Arlington-Alexandria,Fairfax County,6506,1.916,429,"82,771",193050,"137,911","$140,000 "
45344,New Carlisle,OH,Springfield,Clark County,6507,0.718,91,"31,018",40950,"35,984","$40,000 "
85310,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,6508,0.85,165,"36,720",74250,"55,485","$60,000 "
19809,Wilmington,DE,Philadelphia-Camden-Wilmington,New Castle County,6509,1.06,141,"45,792",63450,"54,621","$50,000 "
94519,Concord,CA,San Francisco-Oakland-Hayward,Contra Costa County,6510,1.974,410,"85,277",184500,"134,888","$130,000 "
16502,Erie,PA,Erie,Erie County,6511,0.596,41,"25,747",18450,"22,099","$20,000 "
19610,Wyomissing,PA,Reading,Berks County,6512,0.85,114,"36,720",51300,"44,010","$40,000 "
21085,Joppa,MD,Baltimore-Columbia-Towson,Harford County,6513,1.062,157,"45,878",70650,"58,264","$60,000 "
77437,El Campo,TX,El Campo,Wharton County,6514,0.882,93,"38,102",41850,"39,976","$40,000 "
92251,Imperial,CA,El Centro,Imperial County,6515,0.832,,"35,942",,"35,942","$40,000 "
30642,Greensboro,GA,,Greene County,6516,0.906,183,"39,139",82350,"60,745","$60,000 "
39426,Carriere,MS,Picayune,Pearl River County,6517,0.594,81,"25,661",36450,"31,055","$30,000 "
46774,New Haven,IN,Fort Wayne,Allen County,6518,0.718,85,"31,018",38250,"34,634","$30,000 "
99037,Spokane Valley,WA,Spokane-Spokane Valley,Spokane County,6519,0.928,222,"40,090",99900,"69,995","$70,000 "
33034,Florida City,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,6520,1.19,,"51,408",,"51,408","$50,000 "
73118,Oklahoma City,OK,Oklahoma City,Oklahoma County,6521,0.794,113,"34,301",50850,"42,575","$40,000 "
85139,Maricopa,AZ,Phoenix-Mesa-Scottsdale,Pinal County,6522,0.616,101,"26,611",45450,"36,031","$40,000 "
19015,Brookhaven,PA,Philadelphia-Camden-Wilmington,Delaware County,6523,1.084,126,"46,829",56700,"51,764","$50,000 "
63049,High Ridge,MO,St. Louis,Jefferson County,6524,1.016,141,"43,891",63450,"53,671","$50,000 "
7650,Palisades Park,NJ,New York-Newark-Jersey City,Bergen County,6525,1.326,308,"57,283",138600,"97,942","$100,000 "
35080,Helena,AL,Birmingham-Hoover,Shelby County,6526,0.97,115,"41,904",51750,"46,827","$50,000 "
92625,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,6527,3.414,1206,"147,485",542700,"345,092","$350,000 "
19044,Horsham,PA,Philadelphia-Camden-Wilmington,Montgomery County,6528,1.176,181,"50,803",81450,"66,127","$70,000 "
96161,Truckee,CA,Truckee-Grass Valley,Nevada County,6529,1.588,363,"68,602",163350,"115,976","$120,000 "
16046,Mars,PA,Pittsburgh,Butler County,6530,1.032,160,"44,582",72000,"58,291","$60,000 "
70062,Kenner,LA,New Orleans-Metairie,Jefferson Parish,6531,0.938,,"40,522",,"40,522","$40,000 "
62966,Murphysboro,IL,Carbondale-Marion,Jackson County,6532,0.584,,"25,229",,"25,229","$30,000 "
6029,Ellington,CT,Hartford-West Hartford-East Hartford,Tolland County,6533,1.086,,"46,915",,"46,915","$50,000 "
56304,Saint Cloud,MN,St. Cloud,Stearns County,6534,1.03,195,"44,496",87750,"66,123","$70,000 "
71602,White Hall,AR,Pine Bluff,Jefferson County,6535,0.566,61,"24,451",27450,"25,951","$30,000 "
18428,Blooming Grove,PA,New York-Newark-Jersey City,Pike County,6536,0.848,101,"36,634",45450,"41,042","$40,000 "
23605,Newport News,VA,Virginia Beach-Norfolk-Newport News,Newport News City,6537,0.94,109,"40,608",49050,"44,829","$40,000 "
88061,Silver City,NM,Silver City,Grant County,6538,0.606,107,"26,179",48150,"37,165","$40,000 "
8361,Vineland,NJ,Vineland-Bridgeton,Cumberland County,6539,0.868,109,"37,498",49050,"43,274","$40,000 "
8840,Metuchen,NJ,New York-Newark-Jersey City,Middlesex County,6540,1.69,283,"73,008",127350,"100,179","$100,000 "
84111,Salt Lake City,UT,Salt Lake City,Salt Lake County,6541,1.5,322,"64,800",144900,"104,850","$100,000 "
45502,Northridge,OH,Springfield,Clark County,6542,0.636,103,"27,475",46350,"36,913","$40,000 "
32903,Melbourne,FL,Palm Bay-Melbourne-Titusville,Brevard County,6543,1.242,204,"53,654",91800,"72,727","$70,000 "
7751,Marlboro,NJ,New York-Newark-Jersey City,Monmouth County,6544,1.204,214,"52,013",96300,"74,156","$70,000 "
53566,Monroe,WI,Madison,Green County,6545,0.64,,"27,648",,"27,648","$30,000 "
48193,Riverview,MI,Detroit-Warren-Dearborn,Wayne County,6546,0.87,109,"37,584",49050,"43,317","$40,000 "
91381,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6547,1.496,314,"64,627",141300,"102,964","$100,000 "
1501,Auburn,MA,Worcester,Worcester County,6548,1.298,197,"56,074",88650,"72,362","$70,000 "
87122,Albuquerque,NM,Albuquerque,Bernalillo County,6549,0.85,256,"36,720",115200,"75,960","$80,000 "
96768,Makawao,HI,Kahului-Wailuku-Lahaina,Maui County,6550,1.788,533,"77,242",239850,"158,546","$160,000 "
33815,Lakeland,FL,Lakeland-Winter Haven,Polk County,6551,0.948,,"40,954",,"40,954","$40,000 "
38343,Humboldt,TN,,Gibson County,6552,0.618,51,"26,698",22950,"24,824","$20,000 "
49004,Kalamazoo,MI,Kalamazoo-Portage,Kalamazoo County,6553,0.834,102,"36,029",45900,"40,964","$40,000 "
33149,Key Biscayne,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,6554,3.254,660,"140,573",297000,"218,786","$220,000 "
76104,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,6555,1.016,93,"43,891",41850,"42,871","$40,000 "
7405,Kinnelon,NJ,New York-Newark-Jersey City,Morris County,6556,1.228,216,"53,050",97200,"75,125","$80,000 "
16105,Neshannock,PA,New Castle,Lawrence County,6557,0.516,88,"22,291",39600,"30,946","$30,000 "
83617,Emmett,ID,Boise City,Gem County,6558,0.742,138,"32,054",62100,"47,077","$50,000 "
44485,Warren,OH,Youngstown-Warren-Boardman,Trumbull County,6559,0.6,,"25,920",,"25,920","$30,000 "
75707,Tyler,TX,Tyler,Smith County,6560,0.804,105,"34,733",47250,"40,991","$40,000 "
6119,West Hartford,CT,Hartford-West Hartford-East Hartford,Hartford County,6561,1.232,,"53,222",,"53,222","$50,000 "
40212,Louisville,KY,Louisville/Jefferson County,Jefferson County,6562,0.744,,"32,141",,"32,141","$30,000 "
94945,Novato,CA,San Francisco-Oakland-Hayward,Marin County,6563,2.082,458,"89,942",206100,"148,021","$150,000 "
8033,Haddonfield,NJ,Philadelphia-Camden-Wilmington,Camden County,6564,1.64,243,"70,848",109350,"90,099","$90,000 "
48323,West Bloomfield,MI,Detroit-Warren-Dearborn,Oakland County,6565,0.964,139,"41,645",62550,"52,097","$50,000 "
6415,Colchester,CT,Norwich-New London,New London County,6566,0.968,144,"41,818",64800,"53,309","$50,000 "
38237,Martin,TN,Martin,Weakley County,6567,0.606,64,"26,179",28800,"27,490","$30,000 "
81147,Pagosa Springs,CO,,Archuleta County,6568,0.992,,"42,854",,"42,854","$40,000 "
15009,Brighton,PA,Pittsburgh,Beaver County,6569,0.818,120,"35,338",54000,"44,669","$40,000 "
37090,Lebanon,TN,Nashville-Davidson--Murfreesboro--Franklin,Wilson County,6570,0.852,149,"36,806",67050,"51,928","$50,000 "
72364,Marion,AR,Memphis,Crittenden County,6571,0.658,88,"28,426",39600,"34,013","$30,000 "
12561,New Paltz,NY,Kingston,Ulster County,6572,1.278,191,"55,210",85950,"70,580","$70,000 "
34690,Holiday,FL,Tampa-St. Petersburg-Clearwater,Pasco County,6573,0.906,93,"39,139",41850,"40,495","$40,000 "
77541,Freeport,TX,Houston-The Woodlands-Sugar Land,Brazoria County,6574,1.082,99,"46,742",44550,"45,646","$50,000 "
30179,Temple,GA,Atlanta-Sandy Springs-Roswell,Carroll County,6575,0.744,,"32,141",,"32,141","$30,000 "
76501,Temple,TX,Killeen-Temple,Bell County,6576,0.698,75,"30,154",33750,"31,952","$30,000 "
75474,West Tawakoni,TX,Dallas-Fort Worth-Arlington,Hunt County,6577,0.876,82,"37,843",36900,"37,372","$40,000 "
92014,Del Mar,CA,San Diego-Carlsbad,San Diego County,6578,2.786,775,"120,355",348750,"234,553","$230,000 "
8008,Long Beach,NJ,New York-Newark-Jersey City,Ocean County,6579,1.79,508,"77,328",228600,"152,964","$150,000 "
22124,Oakton,VA,Washington-Arlington-Alexandria,Fairfax County,6580,1.412,309,"60,998",139050,"100,024","$100,000 "
96022,Cottonwood,CA,Red Bluff,Tehama County,6581,0.936,,"40,435",,"40,435","$40,000 "
14611,Rochester,NY,Rochester,Monroe County,6582,0.744,,"32,141",,"32,141","$30,000 "
37416,Chattanooga,TN,Chattanooga,Hamilton County,6583,0.704,96,"30,413",43200,"36,806","$40,000 "
90293,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6584,2.67,659,"115,344",296550,"205,947","$210,000 "
35957,Boaz,AL,Albertville,Marshall County,6585,0.586,,"25,315",,"25,315","$30,000 "
39562,Moss Point,MS,Gulfport-Biloxi-Pascagoula,Jackson County,6586,0.672,80,"29,030",36000,"32,515","$30,000 "
55306,Burnsville,MN,Minneapolis-St. Paul-Bloomington,Dakota County,6587,1.554,189,"67,133",85050,"76,091","$80,000 "
48051,Chesterfield,MI,Detroit-Warren-Dearborn,Macomb County,6588,0.934,133,"40,349",59850,"50,099","$50,000 "
52002,Dubuque,IA,Dubuque,Dubuque County,6589,0.782,150,"33,782",67500,"50,641","$50,000 "
67042,El Dorado,KS,Wichita,Butler County,6590,0.548,66,"23,674",29700,"26,687","$30,000 "
8852,South Brunswick,NJ,New York-Newark-Jersey City,Middlesex County,6591,1.334,209,"57,629",94050,"75,839","$80,000 "
33565,Plant City,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,6592,0.85,139,"36,720",62550,"49,635","$50,000 "
54241,Two Rivers,WI,Manitowoc,Manitowoc County,6593,0.562,54,"24,278",24300,"24,289","$20,000 "
48302,Bloomfield Hills,MI,Detroit-Warren-Dearborn,Oakland County,6594,1.146,180,"49,507",81000,"65,254","$70,000 "
78737,Austin,TX,Austin-Round Rock,Travis County,6595,0.952,174,"41,126",78300,"59,713","$60,000 "
95110,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,6596,2.744,766,"118,541",344700,"231,620","$230,000 "
29078,Lugoff,SC,Columbia,Kershaw County,6597,0.744,91,"32,141",40950,"36,545","$40,000 "
19947,Georgetown,DE,Salisbury,Sussex County,6598,0.834,134,"36,029",60300,"48,164","$50,000 "
77302,Conroe,TX,Houston-The Woodlands-Sugar Land,Montgomery County,6599,0.822,102,"35,510",45900,"40,705","$40,000 "
15234,Castle Shannon,PA,Pittsburgh,Allegheny County,6600,0.952,123,"41,126",55350,"48,238","$50,000 "
63126,Crestwood,MO,St. Louis,Saint Louis County,6601,1.034,163,"44,669",73350,"59,009","$60,000 "
81623,Carbondale,CO,Glenwood Springs,Garfield County,6602,1.772,314,"76,550",141300,"108,925","$110,000 "
80903,Colorado Springs,CO,Colorado Springs,El Paso County,6603,1.176,249,"50,803",112050,"81,427","$80,000 "
70518,Broussard,LA,Lafayette,Lafayette Parish,6604,0.842,115,"36,374",51750,"44,062","$40,000 "
50313,Des Moines,IA,Des Moines-West Des Moines,Polk County,6605,1.064,115,"45,965",51750,"48,857","$50,000 "
2723,Fall River,MA,Providence-Warwick,Bristol County,6606,1.134,159,"48,989",71550,"60,269","$60,000 "
33545,Wesley Chapel,FL,Tampa-St. Petersburg-Clearwater,Pasco County,6607,0.812,120,"35,078",54000,"44,539","$40,000 "
79935,El Paso,TX,El Paso,El Paso County,6608,0.672,89,"29,030",40050,"34,540","$30,000 "
13669,Ogdensburg,NY,Ogdensburg-Massena,Saint Lawrence County,6609,0.858,42,"37,066",18900,"27,983","$30,000 "
35206,Birmingham,AL,Birmingham-Hoover,Jefferson County,6610,0.626,,"27,043",,"27,043","$30,000 "
28711,Black Mountain,NC,Asheville,Buncombe County,6611,1.092,195,"47,174",87750,"67,462","$70,000 "
96821,Honolulu,HI,Urban Honolulu,Honolulu County,6612,1.724,667,"74,477",300150,"187,313","$190,000 "
44420,Girard,OH,Youngstown-Warren-Boardman,Trumbull County,6613,0.648,62,"27,994",27900,"27,947","$30,000 "
29572,Myrtle Beach,SC,Myrtle Beach-Conway-North Myrtle Beach,Horry County,6614,1.116,163,"48,211",73350,"60,781","$60,000 "
29662,Mauldin,SC,Greenville-Anderson-Mauldin,Greenville County,6615,0.76,97,"32,832",43650,"38,241","$40,000 "
32922,Cocoa,FL,Palm Bay-Melbourne-Titusville,Brevard County,6616,1.044,,"45,101",,"45,101","$50,000 "
89433,Sun Valley,NV,Reno,Washoe County,6617,1.126,201,"48,643",90450,"69,547","$70,000 "
10538,Larchmont,NY,New York-Newark-Jersey City,Westchester County,6618,2.974,479,"128,477",215550,"172,013","$170,000 "
75116,Duncanville,TX,Dallas-Fort Worth-Arlington,Dallas County,6619,0.92,110,"39,744",49500,"44,622","$40,000 "
67460,McPherson,KS,McPherson,McPherson County,6620,0.748,106,"32,314",47700,"40,007","$40,000 "
29693,Westminster,SC,Seneca,Oconee County,6621,0.732,86,"31,622",38700,"35,161","$40,000 "
15232,Pittsburgh,PA,Pittsburgh,Allegheny County,6622,1.38,223,"59,616",100350,"79,983","$80,000 "
32310,Tallahassee,FL,Tallahassee,Leon County,6623,0.864,73,"37,325",32850,"35,087","$40,000 "
22205,Arlington,VA,Washington-Arlington-Alexandria,Arlington County,6624,2.046,499,"88,387",224550,"156,469","$160,000 "
43506,Bryan,OH,,Williams County,6625,0.682,77,"29,462",34650,"32,056","$30,000 "
33549,Lutz,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,6626,0.928,141,"40,090",63450,"51,770","$50,000 "
27948,Kill Devil Hills,NC,Kill Devil Hills,Dare County,6627,0.96,,"41,472",,"41,472","$40,000 "
2777,Swansea,MA,Providence-Warwick,Bristol County,6628,1.344,220,"58,061",99000,"78,530","$80,000 "
30474,Vidalia,GA,Vidalia,Toombs County,6629,0.596,,"25,747",,"25,747","$30,000 "
18705,Wilkes-Barre,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,6630,0.582,45,"25,142",20250,"22,696","$20,000 "
19465,North Coventry,PA,Philadelphia-Camden-Wilmington,Chester County,6631,0.964,149,"41,645",67050,"54,347","$50,000 "
11754,Kings Park,NY,New York-Newark-Jersey City,Suffolk County,6632,1.742,267,"75,254",120150,"97,702","$100,000 "
13413,New Hartford,NY,Utica-Rome,Oneida County,6633,1.004,109,"43,373",49050,"46,211","$50,000 "
30513,Blue Ridge,GA,,Fannin County,6634,1.03,126,"44,496",56700,"50,598","$50,000 "
12524,Fishkill,NY,New York-Newark-Jersey City,Dutchess County,6635,1.452,188,"62,726",84600,"73,663","$70,000 "
75134,Lancaster,TX,Dallas-Fort Worth-Arlington,Dallas County,6636,0.858,101,"37,066",45450,"41,258","$40,000 "
95817,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,6637,1.578,330,"68,170",148500,"108,335","$110,000 "
75801,Palestine,TX,Palestine,Anderson County,6638,0.748,60,"32,314",27000,"29,657","$30,000 "
48341,Pontiac,MI,Detroit-Warren-Dearborn,Oakland County,6639,0.84,,"36,288",,"36,288","$40,000 "
20151,Chantilly,VA,Washington-Arlington-Alexandria,Loudoun County,6640,1.286,258,"55,555",116100,"85,828","$90,000 "
77707,Beaumont,TX,Beaumont-Port Arthur,Jefferson County,6641,0.902,86,"38,966",38700,"38,833","$40,000 "
93280,Wasco,CA,Bakersfield,Kern County,6642,0.954,139,"41,213",62550,"51,881","$50,000 "
60546,Riverside,IL,Chicago-Naperville-Elgin,Cook County,6643,1.416,213,"61,171",95850,"78,511","$80,000 "
20724,Laurel,MD,Washington-Arlington-Alexandria,Prince Georges County,6644,1.356,196,"58,579",88200,"73,390","$70,000 "
80751,Sterling,CO,Sterling,Logan County,6645,1.034,,"44,669",,"44,669","$40,000 "
91746,West Puente Valley,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6646,1.824,381,"78,797",171450,"125,123","$130,000 "
11370,New York,NY,New York-Newark-Jersey City,Queens County,6647,2.058,587,"88,906",264150,"176,528","$180,000 "
13057,De Witt,NY,Syracuse,Onondaga County,6648,1.024,97,"44,237",43650,"43,943","$40,000 "
86426,Mohave Valley,AZ,Lake Havasu City-Kingman,Mohave County,6649,0.762,125,"32,918",56250,"44,584","$40,000 "
8830,Woodbridge,NJ,New York-Newark-Jersey City,Middlesex County,6650,1.712,265,"73,958",119250,"96,604","$100,000 "
2188,Weymouth,MA,Boston-Cambridge-Newton,Norfolk County,6651,1.764,283,"76,205",127350,"101,777","$100,000 "
99016,Spokane Valley,WA,Spokane-Spokane Valley,Spokane County,6652,0.978,234,"42,250",105300,"73,775","$70,000 "
54603,La Crosse,WI,La Crosse-Onalaska,La Crosse County,6653,0.832,97,"35,942",43650,"39,796","$40,000 "
74361,Pryor,OK,,Mayes County,6654,0.646,72,"27,907",32400,"30,154","$30,000 "
97459,North Bend,OR,Coos Bay,Coos County,6655,0.962,155,"41,558",69750,"55,654","$60,000 "
29601,Greenville,SC,Greenville-Anderson-Mauldin,Greenville County,6656,1.088,177,"47,002",79650,"63,326","$60,000 "
39204,Jackson,MS,Jackson,Hinds County,6657,0.586,,"25,315",,"25,315","$30,000 "
81321,Cortez,CO,,Montezuma County,6658,0.942,152,"40,694",68400,"54,547","$50,000 "
92377,Rialto,CA,Riverside-San Bernardino-Ontario,San Bernardino County,6659,1.206,226,"52,099",101700,"76,900","$80,000 "
88210,Artesia,NM,Carlsbad-Artesia,Eddy County,6660,0.954,,"41,213",,"41,213","$40,000 "
95366,Ripon,CA,Stockton-Lodi,San Joaquin County,6661,1.122,244,"48,470",109800,"79,135","$80,000 "
49660,Manistee,MI,,Manistee County,6662,0.678,,"29,290",,"29,290","$30,000 "
60084,Wauconda,IL,Chicago-Naperville-Elgin,Lake County,6663,1.066,125,"46,051",56250,"51,151","$50,000 "
79903,El Paso,TX,El Paso,El Paso County,6664,0.674,74,"29,117",33300,"31,208","$30,000 "
21108,Glen Burnie,MD,Baltimore-Columbia-Towson,Anne Arundel County,6665,1.294,229,"55,901",103050,"79,475","$80,000 "
92865,Orange,CA,Los Angeles-Long Beach-Anaheim,Orange County,6666,1.878,384,"81,130",172800,"126,965","$130,000 "
66067,Ottawa,KS,Ottawa,Franklin County,6667,0.714,79,"30,845",35550,"33,197","$30,000 "
36106,Montgomery,AL,Montgomery,Montgomery County,6668,0.534,61,"23,069",27450,"25,259","$30,000 "
21550,Mountain Lake Park,MD,,Garrett County,6669,1.02,105,"44,064",47250,"45,657","$50,000 "
70006,Metairie,LA,New Orleans-Metairie,Jefferson Parish,6670,0.914,,"39,485",,"39,485","$40,000 "
96130,Susanville,CA,Susanville,Lassen County,6671,0.948,128,"40,954",57600,"49,277","$50,000 "
2421,Lexington,MA,Boston-Cambridge-Newton,Middlesex County,6672,1.796,511,"77,587",229950,"153,769","$150,000 "
3055,Milford,NH,Manchester-Nashua,Hillsborough County,6673,1.23,162,"53,136",72900,"63,018","$60,000 "
14564,Victor,NY,Rochester,Ontario County,6674,0.848,135,"36,634",60750,"48,692","$50,000 "
39520,Bay Saint Louis,MS,Gulfport-Biloxi-Pascagoula,Hancock County,6675,0.796,83,"34,387",37350,"35,869","$40,000 "
22963,Palmyra,VA,Charlottesville,Fluvanna County,6676,0.816,134,"35,251",60300,"47,776","$50,000 "
90013,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6677,2.666,640,"115,171",288000,"201,586","$200,000 "
33980,Punta Gorda,FL,Punta Gorda,Charlotte County,6678,1.036,114,"44,755",51300,"48,028","$50,000 "
76115,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,6679,1.124,102,"48,557",45900,"47,228","$50,000 "
77011,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,6680,1.022,,"44,150",,"44,150","$40,000 "
63131,Des Peres,MO,St. Louis,Saint Louis County,6681,1.148,212,"49,594",95400,"72,497","$70,000 "
3303,Concord,NH,Concord,Merrimack County,6682,1.098,136,"47,434",61200,"54,317","$50,000 "
46615,South Bend,IN,South Bend-Mishawaka,Saint Joseph County,6683,0.792,,"34,214",,"34,214","$30,000 "
33935,Labelle,FL,Clewiston,Hendry County,6684,0.946,89,"40,867",40050,"40,459","$40,000 "
45891,Van Wert,OH,Van Wert,Van Wert County,6685,0.62,69,"26,784",31050,"28,917","$30,000 "
55371,Princeton,MN,Minneapolis-St. Paul-Bloomington,Mille Lacs County,6686,1.168,174,"50,458",78300,"64,379","$60,000 "
60436,Joliet,IL,Chicago-Naperville-Elgin,Will County,6687,1.09,112,"47,088",50400,"48,744","$50,000 "
38120,Memphis,TN,Memphis,Shelby County,6688,0.852,124,"36,806",55800,"46,303","$50,000 "
97524,Eagle Point,OR,Medford,Jackson County,6689,0.968,178,"41,818",80100,"60,959","$60,000 "
81507,Grand Junction,CO,Grand Junction,Mesa County,6690,0.918,172,"39,658",77400,"58,529","$60,000 "
59912,Columbia Falls,MT,Kalispell,Flathead County,6691,1.092,215,"47,174",96750,"71,962","$70,000 "
93725,Fresno,CA,Fresno,Fresno County,6692,0.906,140,"39,139",63000,"51,070","$50,000 "
2351,Abington,MA,Boston-Cambridge-Newton,Plymouth County,6693,1.308,233,"56,506",104850,"80,678","$80,000 "
90304,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,6694,2.428,498,"104,890",224100,"164,495","$160,000 "
68136,Omaha,NE,Omaha-Council Bluffs,Douglas County,6695,0.842,157,"36,374",70650,"53,512","$50,000 "
19707,Hockessin,DE,Philadelphia-Camden-Wilmington,New Castle County,6696,0.964,160,"41,645",72000,"56,822","$60,000 "
33327,Weston,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,6697,1.382,221,"59,702",99450,"79,576","$80,000 "
4038,Gorham,ME,Portland-South Portland,Cumberland County,6698,1.196,178,"51,667",80100,"65,884","$70,000 "
39571,Pass Christian,MS,Gulfport-Biloxi-Pascagoula,Harrison County,6699,0.69,116,"29,808",52200,"41,004","$40,000 "
85648,Rio Rico,AZ,Nogales,Santa Cruz County,6700,0.726,,"31,363",,"31,363","$30,000 "
37377,Signal Mountain,TN,Chattanooga,Hamilton County,6701,0.796,138,"34,387",62100,"48,244","$50,000 "
61603,Peoria,IL,Peoria,Peoria County,6702,0.61,34,"26,352",15300,"20,826","$20,000 "
8837,Edison,NJ,New York-Newark-Jersey City,Middlesex County,6703,1.636,236,"70,675",106200,"88,438","$90,000 "
63005,Chesterfield,MO,St. Louis,Saint Louis County,6704,0.992,159,"42,854",71550,"57,202","$60,000 "
27370,Trinity,NC,Greensboro-High Point,Randolph County,6705,0.658,92,"28,426",41400,"34,913","$30,000 "
29630,Central,SC,Greenville-Anderson-Mauldin,Pickens County,6706,0.754,98,"32,573",44100,"38,336","$40,000 "
1028,East Longmeadow,MA,Springfield,Hampden County,6707,1.22,167,"52,704",75150,"63,927","$60,000 "
23707,Portsmouth,VA,Virginia Beach-Norfolk-Newport News,Portsmouth City,6708,0.874,106,"37,757",47700,"42,728","$40,000 "
75670,Marshall,TX,Marshall,Harrison County,6709,0.638,,"27,562",,"27,562","$30,000 "
15201,Pittsburgh,PA,Pittsburgh,Allegheny County,6710,0.924,152,"39,917",68400,"54,158","$50,000 "
38019,Covington,TN,Memphis,Tipton County,6711,0.65,61,"28,080",27450,"27,765","$30,000 "
22546,Ruther Glen,VA,Richmond,Caroline County,6712,0.98,137,"42,336",61650,"51,993","$50,000 "
45246,Springdale,OH,Cincinnati,Hamilton County,6713,0.92,100,"39,744",45000,"42,372","$40,000 "
92844,Garden Grove,CA,Los Angeles-Long Beach-Anaheim,Orange County,6714,2.03,390,"87,696",175500,"131,598","$130,000 "
13219,Fairmount,NY,Syracuse,Onondaga County,6715,1.036,99,"44,755",44550,"44,653","$40,000 "
30354,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,6716,0.902,,"38,966",,"38,966","$40,000 "
29118,Orangeburg,SC,Orangeburg,Orangeburg County,6717,0.64,83,"27,648",37350,"32,499","$30,000 "
60118,West Dundee,IL,Chicago-Naperville-Elgin,Kane County,6718,0.844,125,"36,461",56250,"46,355","$50,000 "
79714,Andrews,TX,Andrews,Andrews County,6719,0.834,,"36,029",,"36,029","$40,000 "
56258,Marshall,MN,Marshall,Lyon County,6720,0.51,,"22,032",,"22,032","$20,000 "
89138,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,6721,0.94,203,"40,608",91350,"65,979","$70,000 "
68507,Lincoln,NE,Lincoln,Lancaster County,6722,1.098,142,"47,434",63900,"55,667","$60,000 "
35475,Northport,AL,Tuscaloosa,Tuscaloosa County,6723,0.774,115,"33,437",51750,"42,593","$40,000 "
32317,Tallahassee,FL,Tallahassee,Leon County,6724,0.858,139,"37,066",62550,"49,808","$50,000 "
35210,Irondale,AL,Birmingham-Hoover,Jefferson County,6725,0.8,108,"34,560",48600,"41,580","$40,000 "
2019,Bellingham,MA,Boston-Cambridge-Newton,Norfolk County,6726,1.39,203,"60,048",91350,"75,699","$80,000 "
7067,Woodbridge,NJ,New York-Newark-Jersey City,Middlesex County,6727,1.516,237,"65,491",106650,"86,071","$90,000 "
18466,Coolbaugh,PA,East Stroudsburg,Monroe County,6728,0.872,65,"37,670",29250,"33,460","$30,000 "
6351,Griswold,CT,Norwich-New London,New London County,6729,1.046,145,"45,187",65250,"55,219","$60,000 "
46404,Gary,IN,Chicago-Naperville-Elgin,Lake County,6730,0.726,,"31,363",,"31,363","$30,000 "
61114,Rockford,IL,Rockford,Winnebago County,6731,0.674,76,"29,117",34200,"31,658","$30,000 "
2359,Pembroke,MA,Boston-Cambridge-Newton,Plymouth County,6732,1.212,218,"52,358",98100,"75,229","$80,000 "
18612,Back Mountain,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,6733,0.786,104,"33,955",46800,"40,378","$40,000 "
