RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Rent per Square Foot,Price per Sqft,Rent Based Estimate,Sale Based Estimate,Exact Average,Abodu Estimate
91086,75791,Whitehouse,TX,Tyler,Smith County,7587,0.814,104,"38,681",51480,"45,081","50,000"
93199,80007,Arvada,CO,Denver-Aurora-Lakewood,Jefferson County,7588,1.182,257,"56,169",127215,"91,692","90,000"
75317,39475,Purvis,MS,Hattiesburg,Lamar County,7589,0.574,79,"27,276",39105,"33,191","30,000"
91328,76247,Justin,TX,Dallas-Fort Worth-Arlington,Denton County,7590,0.834,117,"39,632",57915,"48,773","50,000"
67175,22181,Vienna,VA,Washington-Arlington-Alexandria,Fairfax County,7591,1.566,349,"74,416",172755,"123,586","120,000"
69422,27573,Roxboro,NC,Durham-Chapel Hill,Person County,7592,0.664,70,"31,553",34650,"33,102","30,000"
75890,41048,Hebron,KY,Cincinnati,Boone County,7593,0.858,112,"40,772",55440,"48,106","50,000"
76752,43558,Swanton,OH,Toledo,Fulton County,7594,0.79,103,"37,541",50985,"44,263","40,000"
72192,32754,Mims,FL,Palm Bay-Melbourne-Titusville,Brevard County,7595,0.938,126,"44,574",62370,"53,472","50,000"
99029,97024,Fairview,OR,Portland-Vancouver-Hillsboro,Multnomah County,7596,1.132,204,"53,793",100980,"77,386","80,000"
63629,14608,Rochester,NY,Rochester,Monroe County,7597,0.756,,"35,925",,"35,925","40,000"
66090,19934,Camden,DE,Dover,Kent County,7598,0.806,117,"38,301",57915,"48,108","50,000"
58888,2748,Dartmouth,MA,Providence-Warwick,Bristol County,7599,1.39,253,"66,053",125235,"95,644","100,000"
82688,56187,Worthington,MN,Worthington,Nobles County,7600,1.024,,"48,660",,"48,660","50,000"
87853,68102,Omaha,NE,Omaha-Council Bluffs,Douglas County,7601,1.39,193,"66,053",95535,"80,794","80,000"
74315,37341,Harrison,TN,Chattanooga,Hamilton County,7602,0.734,118,"34,880",58410,"46,645","50,000"
90656,75054,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,7603,0.804,,"38,206",,"38,206","40,000"
93804,81506,Grand Junction,CO,Grand Junction,Mesa County,7604,0.85,155,"40,392",76725,"58,559","60,000"
70197,28753,Marshall,NC,Asheville,Madison County,7605,0.928,136,"44,099",67320,"55,709","60,000"
93819,81620,Avon,CO,Edwards,Eagle County,7606,3.126,445,"148,548",220275,"184,411","180,000"
94988,85602,Benson,AZ,Sierra Vista-Douglas,Cochise County,7607,0.574,88,"27,276",43560,"35,418","40,000"
99293,97448,Junction City,OR,Eugene,Lane County,7608,1.004,196,"47,710",97020,"72,365","70,000"
92048,77587,South Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,7609,1.006,97,"47,805",48015,"47,910","50,000"
60749,7663,Saddle Brook,NJ,New York-Newark-Jersey City,Bergen County,7610,1.42,239,"67,478",118305,"92,892","90,000"
69179,27023,Lewisville,NC,Winston-Salem,Forsyth County,7611,0.746,113,"35,450",55935,"45,692","50,000"
72880,33875,Sebring,FL,Sebring,Highlands County,7612,0.792,104,"37,636",51480,"44,558","40,000"
75315,39470,Poplarville,MS,Picayune,Pearl River County,7613,0.612,,"29,082",,"29,082","30,000"
73649,35954,Attalla,AL,Gadsden,Etowah County,7614,0.514,,"24,425",,"24,425","20,000"
399558,25403,Martinsburg,WV,Hagerstown-Martinsburg,Berkeley County,7615,0.712,106,"33,834",52470,"43,152","40,000"
82238,55387,Waconia,MN,Minneapolis-St. Paul-Bloomington,Carver County,7616,1.208,191,"57,404",94545,"75,975","80,000"
75362,39574,Saucier,MS,Gulfport-Biloxi-Pascagoula,Harrison County,7617,0.636,106,"30,223",52470,"41,346","40,000"
98364,95673,Rio Linda,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,7618,1.32,236,"62,726",116820,"89,773","90,000"
60517,7001,Woodbridge,NJ,New York-Newark-Jersey City,Middlesex County,7619,1.696,232,"80,594",114840,"97,717","100,000"
71815,32136,Flagler Beach,FL,Deltona-Daytona Beach-Ormond Beach,Flagler County,7620,1.164,202,"55,313",99990,"77,652","80,000"
80681,51401,Carroll,IA,Carroll,Carroll County,7621,0.854,111,"40,582",54945,"47,764","50,000"
61935,10941,Scotchtown,NY,New York-Newark-Jersey City,Orange County,7622,1.306,164,"62,061",81180,"71,621","70,000"
84496,60445,Crestwood,IL,Chicago-Naperville-Elgin,Cook County,7623,1.336,127,"63,487",62865,"63,176","60,000"
95966,89815,Spring Creek,NV,Elko,Elko County,7624,0.89,,"42,293",,"42,293","40,000"
74366,37404,Chattanooga,TN,Chattanooga,Hamilton County,7625,0.664,,"31,553",,"31,553","30,000"
77277,44667,Orrville,OH,Wooster,Wayne County,7626,0.754,98,"35,830",48510,"42,170","40,000"
77432,45067,Trenton,OH,Cincinnati,Butler County,7627,0.848,103,"40,297",50985,"45,641","50,000"
76916,43953,Wintersville,OH,Weirton-Steubenville,Jefferson County,7628,0.64,79,"30,413",39105,"34,759","30,000"
87543,67337,Coffeyville,KS,Coffeyville,Montgomery County,7629,0.522,37,"24,805",18315,"21,560","20,000"
97841,94707,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,7630,2.234,789,"106,160",390555,"248,357","250,000"
73132,34488,Silver Springs,FL,Ocala,Marion County,7631,0.77,86,"36,590",42570,"39,580","40,000"
77096,44260,Mogadore,OH,Akron,Portage County,7632,0.792,109,"37,636",53955,"45,795","50,000"
65517,18509,Scranton,PA,Scranton--Wilkes-Barre--Hazleton,Lackawanna County,7633,0.552,,"26,231",,"26,231","30,000"
72150,32696,Williston,FL,,Levy County,7634,0.814,84,"38,681",41580,"40,131","40,000"
82294,55444,Brooklyn Park,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,7635,1.482,210,"70,425",103950,"87,187","90,000"
71399,31047,Kathleen,GA,Warner Robins,Houston County,7636,0.684,,"32,504",,"32,504","30,000"
67411,22835,Luray,VA,,Page County,7637,0.886,114,"42,103",56430,"49,266","50,000"
87441,67060,Haysville,KS,Wichita,Sedgwick County,7638,0.784,101,"37,256",49995,"43,625","40,000"
58634,2120,Boston,MA,Boston-Cambridge-Newton,Suffolk County,7639,2.322,471,"110,341",233145,"171,743","170,000"
65315,18036,Upper Saucon,PA,Allentown-Bethlehem-Easton,Lehigh County,7640,0.984,157,"46,760",77715,"62,237","60,000"
69622,27944,Hertford,NC,Elizabeth City,Perquimans County,7641,0.706,,"33,549",,"33,549","30,000"
69740,28134,Pineville,NC,Charlotte-Concord-Gastonia,Mecklenburg County,7642,0.882,129,"41,913",63855,"52,884","50,000"
85146,61764,Pontiac,IL,Pontiac,Livingston County,7643,0.754,,"35,830",,"35,830","40,000"
97860,94904,Kentfield,CA,San Francisco-Oakland-Hayward,Marin County,7644,2.93,839,"139,234",415305,"277,269","280,000"
98342,95650,Loomis,CA,Sacramento--Roseville--Arden-Arcade,Placer County,7645,1.274,312,"60,540",154440,"107,490","110,000"
79033,48173,Brownstown,MI,Detroit-Warren-Dearborn,Wayne County,7646,0.842,115,"40,012",56925,"48,468","50,000"
60133,6076,Stafford Springs,CT,Hartford-West Hartford-East Hartford,Tolland County,7647,1.1,131,"52,272",64845,"58,559","60,000"
77761,45694,Wheelersburg,OH,Portsmouth,Scioto County,7648,0.868,94,"41,247",46530,"43,889","40,000"
96201,90670,Santa Fe Springs,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,7649,1.826,369,"86,772",182655,"134,713","130,000"
98137,95357,Modesto,CA,Modesto,Stanislaus County,7650,0.984,192,"46,760",95040,"70,900","70,000"
60696,7503,Paterson,NJ,New York-Newark-Jersey City,Passaic County,7651,0.912,153,"43,338",75735,"59,537","60,000"
75562,40208,Louisville,KY,Louisville/Jefferson County,Jefferson County,7652,0.838,65,"39,822",32175,"35,998","40,000"
61209,8846,Middlesex,NJ,New York-Newark-Jersey City,Middlesex County,7653,1.47,212,"69,854",104940,"87,397","90,000"
59268,3878,Somersworth,NH,Boston-Cambridge-Newton,Strafford County,7654,1.086,141,"51,607",69795,"60,701","60,000"
91734,77085,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,7655,0.882,92,"41,913",45540,"43,726","40,000"
65158,17740,Jersey Shore,PA,Williamsport,Lycoming County,7656,0.656,91,"31,173",45045,"38,109","40,000"
85197,61853,Mahomet,IL,Champaign-Urbana,Champaign County,7657,0.75,120,"35,640",59400,"47,520","50,000"
94011,82935,Green River,WY,Rock Springs,Sweetwater County,7658,1.058,182,"50,276",90090,"70,183","70,000"
92111,77808,Bryan,TX,College Station-Bryan,Brazos County,7659,0.932,143,"44,289",70785,"57,537","60,000"
73606,35768,Scottsboro,AL,Scottsboro,Jackson County,7660,0.598,,"28,417",,"28,417","30,000"
65053,17362,North Codorus,PA,York-Hanover,York County,7661,0.884,116,"42,008",57420,"49,714","50,000"
82073,55056,North Branch,MN,Minneapolis-St. Paul-Bloomington,Chisago County,7662,1.172,180,"55,693",89100,"72,397","70,000"
84522,60471,Richton Park,IL,Chicago-Naperville-Elgin,Cook County,7663,1.192,84,"56,644",41580,"49,112","50,000"
87504,67209,Wichita,KS,Wichita,Sedgwick County,7664,0.854,123,"40,582",60885,"50,734","50,000"
62217,11738,Farmingville,NY,New York-Newark-Jersey City,Suffolk County,7665,1.482,,"70,425",,"70,425","70,000"
90889,75418,Bonham,TX,Bonham,Fannin County,7666,0.882,71,"41,913",35145,"38,529","40,000"
96434,91502,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,7667,2.272,508,"107,965",251460,"179,713","180,000"
62114,11428,New York,NY,New York-Newark-Jersey City,Queens County,7668,1.792,416,"85,156",205920,"145,538","150,000"
91007,75644,Gilmer,TX,Longview,Upshur County,7669,0.82,55,"38,966",27225,"33,096","30,000"
74561,37924,Knoxville,TN,Knoxville,Knox County,7670,0.808,92,"38,396",45540,"41,968","40,000"
91063,75757,Bullard,TX,Tyler,Smith County,7671,0.844,120,"40,107",59400,"49,753","50,000"
58487,1778,Wayland,MA,Boston-Cambridge-Newton,Middlesex County,7672,1.46,355,"69,379",175725,"122,552","120,000"
78186,46567,Syracuse,IN,Warsaw,Kosciusko County,7673,0.97,154,"46,094",76230,"61,162","60,000"
60528,7012,Clifton,NJ,New York-Newark-Jersey City,Passaic County,7674,1.32,251,"62,726",124245,"93,486","90,000"
63234,13676,Potsdam,NY,Ogdensburg-Massena,Saint Lawrence County,7675,0.92,63,"43,718",31185,"37,452","40,000"
65044,17350,Oxford,PA,Gettysburg,Adams County,7676,0.956,135,"45,429",66825,"56,127","60,000"
84508,60457,Hickory Hills,IL,Chicago-Naperville-Elgin,Cook County,7677,1.37,167,"65,102",82665,"73,884","70,000"
97485,93930,King City,CA,Salinas,Monterey County,7678,1.376,217,"65,388",107415,"86,401","90,000"
99031,97027,Gladstone,OR,Portland-Vancouver-Hillsboro,Clackamas County,7679,1.254,204,"59,590",100980,"80,285","80,000"
63875,15065,Harrison,PA,Pittsburgh,Allegheny County,7680,0.744,74,"35,355",36630,"35,992","40,000"
70100,28650,Maiden,NC,Hickory-Lenoir-Morganton,Catawba County,7681,0.758,105,"36,020",51975,"43,998","40,000"
74786,38358,Milan,TN,,Gibson County,7682,0.626,58,"29,748",28710,"29,229","30,000"
91686,77037,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,7683,0.938,94,"44,574",46530,"45,552","50,000"
63014,13207,Syracuse,NY,Syracuse,Onondaga County,7684,0.826,56,"39,252",27720,"33,486","30,000"
63634,14613,Rochester,NY,Rochester,Monroe County,7685,0.7,,"33,264",,"33,264","30,000"
76756,43567,Wauseon,OH,Toledo,Fulton County,7686,0.734,88,"34,880",43560,"39,220","40,000"
79271,48609,Saginaw,MI,Saginaw,Saginaw County,7687,0.658,83,"31,268",41085,"36,177","40,000"
97147,93203,Arvin,CA,Bakersfield,Kern County,7688,0.948,127,"45,049",62865,"53,957","50,000"
78292,46814,Fort Wayne,IN,Fort Wayne,Allen County,7689,0.876,131,"41,628",64845,"53,236","50,000"
83996,59301,Miles City,MT,,Custer County,7690,0.848,137,"40,297",67815,"54,056","50,000"
58761,2452,Waltham,MA,Boston-Cambridge-Newton,Middlesex County,7691,1.506,349,"71,565",172755,"122,160","120,000"
65168,17754,Montoursville,PA,Williamsport,Lycoming County,7692,0.728,115,"34,595",56925,"45,760","50,000"
98166,95391,Tracy,CA,Stockton-Lodi,San Joaquin County,7693,1.06,243,"50,371",120285,"85,328","90,000"
98301,95605,West Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,7694,1.382,251,"65,673",124245,"94,959","90,000"
62395,12095,Johnstown,NY,Gloversville,Fulton County,7695,0.932,71,"44,289",35145,"39,717","40,000"
72816,33776,Seminole,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,7696,1.168,179,"55,503",88605,"72,054","70,000"
85952,63134,Berkeley,MO,St. Louis,Saint Louis County,7697,0.832,55,"39,537",27225,"33,381","30,000"
70673,29697,Williamston,SC,Greenville-Anderson-Mauldin,Anderson County,7698,0.73,89,"34,690",44055,"39,372","40,000"
59453,4345,Gardiner,ME,Augusta-Waterville,Kennebec County,7699,0.752,91,"35,735",45045,"40,390","40,000"
66527,20639,Huntingtown,MD,Washington-Arlington-Alexandria,Calvert County,7700,0.876,190,"41,628",94050,"67,839","70,000"
82225,55374,Rogers,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,7701,1.156,194,"54,933",96030,"75,482","80,000"
63825,15003,Ambridge,PA,Pittsburgh,Beaver County,7702,0.712,65,"33,834",32175,"33,005","30,000"
59009,3045,Goffstown,NH,Manchester-Nashua,Hillsborough County,7703,1.214,172,"57,689",85140,"71,415","70,000"
76767,43608,Toledo,OH,Toledo,Lucas County,7704,0.596,,"28,322",,"28,322","30,000"
77232,44614,Canal Fulton,OH,Canton-Massillon,Stark County,7705,0.766,101,"36,400",49995,"43,198","40,000"
63745,14810,Bath,NY,Corning,Steuben County,7706,0.842,64,"40,012",31680,"35,846","40,000"
86327,64080,Pleasant Hill,MO,Kansas City,Cass County,7707,0.91,143,"43,243",70785,"57,014","60,000"
62907,13032,Lenox,NY,Syracuse,Madison County,7708,1.004,78,"47,710",38610,"43,160","40,000"
76506,43074,Sunbury,OH,Columbus,Delaware County,7709,1.026,,"48,756",,"48,756","50,000"
93843,81650,Rifle,CO,Glenwood Springs,Garfield County,7710,1.074,166,"51,036",82170,"66,603","70,000"
61833,10520,Croton-on-Hudson,NY,New York-Newark-Jersey City,Westchester County,7711,1.546,,"73,466",,"73,466","70,000"
79711,49345,Sparta,MI,Grand Rapids-Wyoming,Kent County,7712,0.956,142,"45,429",70290,"57,860","60,000"
100052,99006,Deer Park,WA,Spokane-Spokane Valley,Spokane County,7713,0.976,191,"46,380",94545,"70,462","70,000"
66964,21666,Stevensville,MD,Baltimore-Columbia-Towson,Queen Annes County,7714,1.19,201,"56,549",99495,"78,022","80,000"
87028,66002,Atchison,KS,Atchison,Atchison County,7715,0.63,62,"29,938",30690,"30,314","30,000"
60163,6110,West Hartford,CT,Hartford-West Hartford-East Hartford,Hartford County,7716,1.322,,"62,821",,"62,821","60,000"
96798,92314,Big Bear City,CA,Riverside-San Bernardino-Ontario,San Bernardino County,7717,1.142,220,"54,268",108900,"81,584","80,000"
64601,16428,North East,PA,Erie,Erie County,7718,0.686,99,"32,599",49005,"40,802","40,000"
72449,33146,Coral Gables,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,7719,2.408,410,"114,428",202950,"158,689","160,000"
58726,2339,Carver,MA,Boston-Cambridge-Newton,Plymouth County,7720,1.304,271,"61,966",134145,"98,056","100,000"
65918,19425,Chester Springs,PA,Philadelphia-Camden-Wilmington,Chester County,7721,0.92,160,"43,718",79200,"61,459","60,000"
92600,78669,Spicewood,TX,Austin-Round Rock,Travis County,7722,1.044,197,"49,611",97515,"73,563","70,000"
99885,98579,Rochester,WA,Olympia-Tumwater,Thurston County,7723,1.014,190,"48,185",94050,"71,118","70,000"
65820,19153,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,7724,1.024,119,"48,660",58905,"53,783","50,000"
94723,85007,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,7725,1.14,212,"54,173",104940,"79,556","80,000"
77329,44811,Bellevue,OH,Fremont,Sandusky County,7726,0.666,72,"31,648",35640,"33,644","30,000"
97777,94571,Rio Vista,CA,Vallejo-Fairfield,Solano County,7727,1.142,229,"54,268",113355,"83,811","80,000"
100289,99603,Homer,AK,,Kenai Peninsula Borough,7728,0.878,168,"41,723",83160,"62,441","60,000"
78953,48079,Saint Clair,MI,Detroit-Warren-Dearborn,Saint Clair County,7729,0.704,,"33,454",,"33,454","30,000"
86388,64154,Kansas City,MO,Kansas City,Jackson County,7730,0.962,146,"45,714",72270,"58,992","60,000"
84228,59860,Polson,MT,,Lake County,7731,0.898,183,"42,673",90585,"66,629","70,000"
98498,95946,Penn Valley,CA,Truckee-Grass Valley,Nevada County,7732,1.01,209,"47,995",103455,"75,725","80,000"
69448,27608,Raleigh,NC,Raleigh,Wake County,7733,1.222,273,"58,069",135135,"96,602","100,000"
70955,30204,Barnesville,GA,Atlanta-Sandy Springs-Roswell,Lamar County,7734,0.654,65,"31,078",32175,"31,627","30,000"
87832,68048,Plattsmouth,NE,Omaha-Council Bluffs,Cass County,7735,0.994,,"47,235",,"47,235","50,000"
69979,28469,Ocean Isle Beach,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,7736,0.926,201,"44,004",99495,"71,749","70,000"
62480,12210,Albany,NY,Albany-Schenectady-Troy,Albany County,7737,1.044,121,"49,611",59895,"54,753","50,000"
72200,32766,Oviedo,FL,Orlando-Kissimmee-Sanford,Seminole County,7738,0.91,159,"43,243",78705,"60,974","60,000"
75918,41094,Walton,KY,Cincinnati,Boone County,7739,0.87,115,"41,342",56925,"49,134","50,000"
79986,49849,Ishpeming,MI,Marquette,Marquette County,7740,0.604,82,"28,702",40590,"34,646","30,000"
84539,60503,Aurora,IL,Chicago-Naperville-Elgin,Kane County,7741,0.982,,"46,665",,"46,665","50,000"
93681,81082,Trinidad,CO,,Las Animas County,7742,0.872,104,"41,437",51480,"46,459","50,000"
67972,24084,Dublin,VA,Blacksburg-Christiansburg-Radford,Pulaski County,7743,0.778,,"36,971",,"36,971","40,000"
93943,82520,Lander,WY,Riverton,Fremont County,7744,0.848,170,"40,297",84150,"62,223","60,000"
60959,8069,Carneys Point,NJ,Philadelphia-Camden-Wilmington,Salem County,7745,0.886,76,"42,103",37620,"39,861","40,000"
91118,75862,Trinity,TX,Huntsville,Trinity County,7746,0.81,81,"38,491",40095,"39,293","40,000"
74083,36877,Smiths Station,AL,Auburn-Opelika,Lee County,7747,0.604,82,"28,702",40590,"34,646","30,000"
60306,6424,East Hampton,CT,Hartford-West Hartford-East Hartford,Middlesex County,7748,1.004,,"47,710",,"47,710","50,000"
93577,80863,Woodland Park,CO,Colorado Springs,Teller County,7749,0.934,235,"44,384",116325,"80,354","80,000"
89931,73106,Oklahoma City,OK,Oklahoma City,Oklahoma County,7750,0.654,,"31,078",,"31,078","30,000"
90955,75494,Winnsboro,TX,,Wood County,7751,0.734,,"34,880",,"34,880","30,000"
73086,34288,North Port,FL,North Port-Sarasota-Bradenton,Sarasota County,7752,0.914,126,"43,433",62370,"52,902","50,000"
86347,64108,Kansas City,MO,Kansas City,Jackson County,7753,0.914,178,"43,433",88110,"65,772","70,000"
73646,35951,Albertville,AL,Albertville,Marshall County,7754,0.596,,"28,322",,"28,322","30,000"
73690,36022,Deatsville,AL,Montgomery,Elmore County,7755,0.67,101,"31,838",49995,"40,917","40,000"
94570,84501,Price,UT,Price,Carbon County,7756,0.852,151,"40,487",74745,"57,616","60,000"
65796,19129,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,7757,1.16,184,"55,123",91080,"73,102","70,000"
92439,78405,Corpus Christi,TX,Corpus Christi,Nueces County,7758,1.046,69,"49,706",34155,"41,930","40,000"
81430,53715,Madison,WI,Madison,Dane County,7759,1.332,236,"63,297",116820,"90,058","90,000"
84498,60447,Minooka,IL,Chicago-Naperville-Elgin,Grundy County,7760,0.894,108,"42,483",53460,"47,971","50,000"
85921,63103,Saint Louis,MO,St. Louis,Saint Louis City,7761,0.936,116,"44,479",57420,"50,949","50,000"
91550,76692,Whitney,TX,,Hill County,7762,0.838,,"39,822",,"39,822","40,000"
96393,91377,Oak Park,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,7763,1.92,418,"91,238",206910,"149,074","150,000"
58429,1569,Uxbridge,MA,Worcester,Worcester County,7764,1.152,189,"54,743",93555,"74,149","70,000"
87815,68028,Gretna,NE,Omaha-Council Bluffs,Sarpy County,7765,0.856,160,"40,677",79200,"59,939","60,000"
97094,93015,Fillmore,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,7766,1.628,310,"77,363",153450,"115,406","120,000"
89933,73108,Oklahoma City,OK,Oklahoma City,Oklahoma County,7767,0.77,39,"36,590",19305,"27,948","30,000"
73976,36617,Mobile,AL,Mobile,Mobile County,7768,0.622,29,"29,557",14355,"21,956","20,000"
75352,39563,Moss Point,MS,Gulfport-Biloxi-Pascagoula,Jackson County,7769,0.616,,"29,272",,"29,272","30,000"
97712,94502,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,7770,2.062,577,"97,986",285615,"191,801","190,000"
61908,10804,New Rochelle,NY,New York-Newark-Jersey City,Westchester County,7771,1.98,344,"94,090",170280,"132,185","130,000"
61657,10044,New York,NY,New York-Newark-Jersey City,New York County,7772,4.55,1206,"216,216",596970,"406,593","410,000"
70647,29669,West Pelzer,SC,Greenville-Anderson-Mauldin,Anderson County,7773,0.742,90,"35,260",44550,"39,905","40,000"
91248,76103,Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,7774,0.932,99,"44,289",49005,"46,647","50,000"
67847,23875,Prince George,VA,Richmond,Prince George County,7775,0.79,,"37,541",,"37,541","40,000"
85931,63113,Saint Louis,MO,St. Louis,Saint Louis City,7776,0.59,,"28,037",,"28,037","30,000"
75119,39059,Crystal Springs,MS,Jackson,Copiah County,7777,0.686,51,"32,599",25245,"28,922","30,000"
89449,72212,Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,7778,0.718,106,"34,119",52470,"43,295","40,000"
89377,72110,Morrilton,AR,,Conway County,7779,0.558,,"26,516",,"26,516","30,000"
65899,19390,Penn,PA,Philadelphia-Camden-Wilmington,Chester County,7780,0.914,139,"43,433",68805,"56,119","60,000"
99135,97221,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,7781,1.444,279,"68,619",138105,"103,362","100,000"
96775,92274,Thermal,CA,El Centro,Imperial County,7782,1.084,,"51,512",,"51,512","50,000"
86365,64128,Kansas City,MO,Kansas City,Jackson County,7783,0.628,,"29,843",,"29,843","30,000"
58746,2364,Kingston,MA,Boston-Cambridge-Newton,Plymouth County,7784,1.288,249,"61,206",123255,"92,230","90,000"
76967,44054,Sheffield Lake,OH,Cleveland-Elyria,Lorain County,7785,0.744,88,"35,355",43560,"39,457","40,000"
85335,62206,Cahokia,IL,St. Louis,Saint Clair County,7786,0.736,,"34,975",,"34,975","30,000"
85960,63143,Maplewood,MO,St. Louis,Saint Louis County,7787,0.98,145,"46,570",71775,"59,172","60,000"
89718,72719,Centerton,AR,Fayetteville-Springdale-Rogers,Benton County,7788,0.712,105,"33,834",51975,"42,905","40,000"
60213,6238,Coventry,CT,Hartford-West Hartford-East Hartford,Tolland County,7789,1.166,149,"55,408",73755,"64,582","60,000"
65667,18960,Sellersville,PA,Philadelphia-Camden-Wilmington,Bucks County,7790,0.998,156,"47,425",77220,"62,322","60,000"
66096,19943,Felton,DE,Dover,Kent County,7791,0.88,129,"41,818",63855,"52,836","50,000"
89916,73089,Tuttle,OK,Oklahoma City,Grady County,7792,0.698,102,"33,169",50490,"41,829","40,000"
72080,32579,Shalimar,FL,Crestview-Fort Walton Beach-Destin,Okaloosa County,7793,0.862,137,"40,962",67815,"54,389","50,000"
96183,90623,La Palma,CA,Los Angeles-Long Beach-Anaheim,Orange County,7794,1.518,365,"72,135",180675,"126,405","130,000"
68555,25311,Charleston,WV,Charleston,Kanawha County,7795,0.642,75,"30,508",37125,"33,816","30,000"
79613,49224,Albion,MI,Battle Creek,Calhoun County,7796,0.626,92,"29,748",45540,"37,644","40,000"
79285,48623,Freeland,MI,Saginaw,Saginaw County,7797,0.71,102,"33,739",50490,"42,115","40,000"
96371,91345,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,7798,1.948,365,"92,569",180675,"136,622","140,000"
58785,2481,Wellesley,MA,Boston-Cambridge-Newton,Norfolk County,7799,2.044,521,"97,131",257895,"177,513","180,000"
82454,55792,Virginia,MN,Duluth,Saint Louis County,7800,0.824,117,"39,156",57915,"48,536","50,000"
82059,55040,Isanti,MN,Minneapolis-St. Paul-Bloomington,Isanti County,7801,1.228,175,"58,355",86625,"72,490","70,000"
59188,3766,Lebanon,NH,Claremont-Lebanon,Grafton County,7802,1.184,154,"56,264",76230,"66,247","70,000"
63413,14092,Lewiston,NY,Buffalo-Cheektowaga-Niagara Falls,Niagara County,7803,0.806,125,"38,301",61875,"50,088","50,000"
93239,80107,Elizabeth,CO,Denver-Aurora-Lakewood,Elbert County,7804,1.512,222,"71,850",109890,"90,870","90,000"
76476,43031,Johnstown,OH,Columbus,Licking County,7805,0.94,,"44,669",,"44,669","40,000"
63938,15207,Pittsburgh,PA,Pittsburgh,Allegheny County,7806,0.794,76,"37,731",37620,"37,675","40,000"
399560,25405,Martinsburg,WV,Hagerstown-Martinsburg,Berkeley County,7807,0.788,108,"37,446",53460,"45,453","50,000"
91012,75652,Henderson,TX,Longview,Rusk County,7808,0.594,79,"28,227",39105,"33,666","30,000"
98619,96097,Yreka,CA,,Siskiyou County,7809,1.07,132,"50,846",65340,"58,093","60,000"
399584,33974,Lehigh Acres,FL,Cape Coral-Fort Myers,Lee County,7810,0.826,111,"39,252",54945,"47,098","50,000"
59372,4105,Falmouth,ME,Portland-South Portland,Cumberland County,7811,1.238,222,"58,830",109890,"84,360","80,000"
63476,14219,Hamburg,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,7812,0.956,109,"45,429",53955,"49,692","50,000"
71045,30326,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7813,1.766,287,"83,920",142065,"112,993","110,000"
90245,74033,Glenpool,OK,Tulsa,Tulsa County,7814,0.774,95,"36,780",47025,"41,903","40,000"
92117,77836,Caldwell,TX,College Station-Bryan,Burleson County,7815,0.63,60,"29,938",29700,"29,819","30,000"
65332,18055,Lower Saucon,PA,Allentown-Bethlehem-Easton,Northampton County,7816,1.038,145,"49,326",71775,"60,550","60,000"
92715,78861,Hondo,TX,San Antonio-New Braunfels,Medina County,7817,0.886,,"42,103",,"42,103","40,000"
60924,8030,Gloucester City,NJ,Philadelphia-Camden-Wilmington,Camden County,7818,1.018,77,"48,375",38115,"43,245","40,000"
72127,32641,Gainesville,FL,Gainesville,Alachua County,7819,0.858,,"40,772",,"40,772","40,000"
92098,77708,Beaumont,TX,Beaumont-Port Arthur,Jefferson County,7820,0.88,75,"41,818",37125,"39,471","40,000"
92566,78629,Gonzales,TX,,Gonzales County,7821,0.55,53,"26,136",26235,"26,186","30,000"
399580,33812,Lakeland,FL,Lakeland-Winter Haven,Polk County,7822,0.818,122,"38,871",60390,"49,631","50,000"
86336,64089,Smithville,MO,Kansas City,Clay County,7823,0.956,153,"45,429",75735,"60,582","60,000"
91379,76384,Vernon,TX,Vernon,Wilbarger County,7824,0.476,,"22,620",,"22,620","20,000"
